PROPLU,Clean Brand,PRONAME,Total Cost 6M,Total Qty 6M,Total Revenue 6M,Selling Price,FC Pct 6M
3000515,BBT,1.5 Deal ( Filaaa Wrap N Toast ),3638.3904426351082,6464,9696,1.5,37.52%
2202109,BBT,1.500 deal,0,8,12,1.5,0.00%
7001022,BBT,2 filaaa on toast + 2 Fries buy one get one,16.99420648468971,22,85.79999999999998,3.899999999999999,19.81%
3003088,BBT,2 PCS TENDERS(Dummy),187.1225,19881,15727.199999999999,0.7910668477440772,1.19%
3003040,BBT,2pc Chicken Tenders,17.5725927414,61,67.1,1.0999999999999999,26.19%
40002226,BBT,3.5 KD Deal(2chicken filla 2small fries meal),285.987546909512,332,1162,3.5,24.61%
2202105,BBT,3.5 KD Meal BBT,0,23309,81513.15000000001,3.4970676562701106,0.00%
3000581,BBT,3AMO'S BLIND BOX,3.8999045779802346,8,56,7,6.96%
3000566,BBT,3amo's Burger combo,14518.579710005946,29770,72936.49999999999,2.4499999999999993,19.91%
1208,BBT,7Up Cheeseburger Duo Combo,3447.6004443300008,41867,1048.9,0.02505314448133375,328.69%
2202122,BBT,Add Lettuce,23.331798401500002,458,114.5,0.25,20.38%
3004009,BBT,Add on Ketchup BBT,52.301579620850006,5988,767.46,0.12816633266533067,6.81%
888,BBT,AQUAFINA WATER TENDERS DUO COMBO,45.451202540000004,1309,398.6500000000001,0.3045454545454546,11.40%
1187,BBT,BBT 12 oz 7up,35.219915670000006,341,115.85,0.33973607038123166,30.40%
1186,BBT,BBT 12 oz Diet Pepsi,29.850336749999997,289,93.1,0.3221453287197232,32.06%
1188,BBT,BBT 12 oz Miranda,22.206806110000002,215,58.1,0.2702325581395349,38.22%
1185,BBT,BBT 12 oz Pepsi,55.108520652050004,537,179.9,0.3350093109869646,30.63%
3002028,BBT,BBT 24 oz Shani one stop combo,10.582010469999998,63,28.35,0.45,37.33%
3002043,BBT,BBT 7 Up Bottle 500 ML,39.048529179999996,379,231,0.6094986807387863,16.90%
3003010,BBT,BBT 7UP,810.37479943,4776,2183.0807042253523,0.45709394979592805,37.12%
3002016,BBT,BBT 7up Can,562.87756469,6886,1007.0448028169016,0.14624525164346522,55.89%
3002027,BBT,BBT 7UP one stop combo,27.37885257,163,73.35000000000001,0.45000000000000007,37.33%
3003002,BBT,BBT Aquafina Water,2103.70655183,60587,3799.2500000000005,0.06270734646046182,55.37%
3006022,BBT,BBT Band-Aids,4.74243,3,8.25,2.75,57.48%
3004020,BBT,BBT BBQ Sauce,1014.3164686499998,17035,5077.079999999999,0.29803815673613143,19.98%
3006005,BBT,BBT Bumper Sticker 4PCS,0.1,2,2,1,5.00%
3006015,BBT,BBT Car Air Freshener - Bonehead,3.1165,11,11,1,28.33%
3006016,BBT,BBT Car Air Freshener - Messy,2.0838,10,10,1,20.84%
3006014,BBT,BBT Car Air Freshener - Sony,5.91928,20,20,1,29.60%
3006023,BBT,BBT Erasers,1.58261,1,3,3,52.75%
3006018,BBT,BBT keychain,6.70309796,22,33,1.5,20.31%
3002005,BBT,BBT Kinza Cola,268.95902446,4323,544.5,0.12595419847328243,49.40%
3002006,BBT,BBT Kinza Diet Cola,307.83720646,4947,696.6,0.14081261370527592,44.19%
3002007,BBT,BBT Kinza Lemon,217.83765548999997,3511,339.75,0.09676730276274566,64.12%
3002009,BBT,BBT Kinza Orange,0.06521653,1,0.45,0.45,14.49%
3004012,BBT,BBT Mayo Portion (PA),1079.51216705,19880,5940,0.2987927565392354,18.17%
3002042,BBT,BBT Mirinda Orange Bottle 500 ML,7.51621201,73,48.75,0.6678082191780822,15.42%
3002026,BBT,BBT Mirinda Orange one stop combo,6.71880397,40,17.999999999999996,0.4499999999999999,37.33%
3002014,BBT,BBT Mountain Dew Can,497.84253263000005,6040,1146.18226,0.1897652748344371,43.43%
3002010,BBT,BBT Mountain Dew Zero,0.41212165,5,3.75,0.75,10.99%
3006027,BBT,BBT Park Tee,2.07382083,1,7.5,7.5,27.65%
3002024,BBT,BBT Pepsi  BIB one stop combo,244.03813105849997,1459,936.15,0.6416381082933516,26.07%
3002012,BBT,BBT Pepsi Can,1061.09221953,12915,2545.9119,0.19712829268292684,41.68%
3002025,BBT,BBT Pepsi Diet BIB one stop combo,283.53069475,1688,1086.3,0.643542654028436,26.10%
3002013,BBT,BBT Pepsi Zero Can,1526.91028405,18525,4018.2861,0.21691153036437247,38.00%
3003046,BBT,BBT Ranch Sauce,1239.7328752121998,13240,6201.05,0.468357250755287,19.99%
3006029,BBT,BBT Red Basic Cap,10.95075,5,50,10,21.90%
3004002,BBT,BBT Sauce Portion (PA),2984.35300752,54162,16179.599999999999,0.29872604408995235,18.45%
3002017,BBT,BBT Shani Can,77.06655682,935,416.25,0.4451871657754011,18.51%
3003009,BBT,BBT Shani Strawberry BIB FP,390.52897869000003,2325,1260.3000000000002,0.5420645161290323,30.99%
3006006,BBT,BBT Sticker A5,28.392000000000003,85,80,0.9411764705882353,35.49%
2202107,BBT,BBT Suuber Deal,0,19270,49647.850000000006,2.576432278152569,0.00%
925,BBT,BBT Tender Fillaaa Sauce,2445.532534129,24725,6857.01,0.27733104145601617,35.66%
3001001,BBT,BBT Westcoast FP,47903.248306529604,83859,90573.34999999999,1.0800671365029393,52.89%
3001007,BBT,BBT Westcoast Raw Onion FP,5200.3449970636075,10833,9353.94,0.8634671836056494,55.60%
3001011,BBT,BBT Westcoast Without onion,33892.09846834742,72333,16939.74,0.2341910331384016,200.07%
2202139,BBT,Beef Dynamite Stick,1674.5514664999998,5373,5104.35,0.9500000000000001,32.81%
2202147,BBT,Beef Dynamite Stick ( your choice of dynamite stick ),447.5042380196,1482,1018.4,0.6871794871794872,43.94%
3006021,BBT,Best Burger Corduroy Strap Back,3.95361842,1,12,12,32.95%
3000564,BBT,Burger on toast Duo Combo,11625.73020304395,19383,38766,2,29.99%
3006030,BBT,Bus Stop sticker sheet,0,18,27,1.5,0.00%
3003776,BBT,Butter biscuit,0,41,10.15,0.2475609756097561,0.00%
3003014,BBT,Butter Cup Frostie BBT,2.00389945,10,12.5,1.25,16.03%
3003025,BBT,Butter Cup Milkshake 12oz BBT,81.44761563323934,327,488.1,1.4926605504587156,16.69%
3003004,BBT,Butter Cup Milkshake BBT,80.64890656065364,191,372.45,1.95,21.65%
3004031,BBT,Cheese Dip,3446.9339767720003,28253,13289.600000000004,0.4703783668990905,25.94%
1205,BBT,Cheeseburger Duo Combo,18051.099330573554,29817,59218.99999999999,1.986081765435825,30.48%
1220,BBT,Chicken Burger Duo Combo,11225.353980277105,16482,32859.45,1.9936567164179102,34.16%
2202140,BBT,Chicken Dynamite Stick,1993.1561257100002,7554,5138.55,0.6802422557585386,38.79%
2202148,BBT,Chicken Dynamite Stick ( Your choice of dynamite stick ),233.00188887119998,887,574.7500000000001,0.6479706877113868,40.54%
1134,BBT,Chicken Fillaaa Combo,3380.305645624104,7490,21894.9,2.9232176234979974,15.44%
1277,BBT,Chicken Fillaaa Duo Combo,148.7914427639,225,506.25,2.25,29.39%
3000895,BBT,Chicken Fillaaaa,8424.337927580538,22490,52595.9,2.338634948866163,16.02%
1168,BBT,Chicken Nugget Combo,445.69857477000005,1387,2814.65,2.0293078586878157,15.83%
3001010,BBT,CHICKEN NUGGETS (20 PCS),4410.049265298,4226,16651.62,3.9402792238523423,26.48%
3001009,BBT,CHICKEN NUGGETS (6 PCS),11991.8833023652,36640,47758.35999999999,1.3034486899563318,25.11%
1298,BBT,Chilli Lime  Chilli Lime Old Skool Meal,4.42471800309,493,49.00000000000001,0.09939148073022314,9.03%
1354,BBT,Chilli Lime  Chilli Lime Supreme Meal,1.99251800679,224,22.400000000000002,0.1,8.90%
1087,BBT,Chilli Lime  Classic Old Skool Meal,1.89913861413,216,21.5,0.09953703703703703,8.83%
1339,BBT,Chilli Lime  Classic Supreme Meal,0.78784777491,90,9,0.1,8.75%
3001016,BBT,Chilli Lime 3,1650.6317432867502,117894,8616.600000000002,0.07308768894091304,19.16%
1255,BBT,Chilli Lime For Fries Chicken Fillaaa Combo,5.9298799229500005,392,39.1,0.09974489795918368,15.17%
1259,BBT,Chilli Lime For Fries Chicken Nugget Combo,0.46847919844999997,31,3.1,0.1,15.11%
1251,BBT,Chilli Lime For Fries Quarter Pounder Combo,3.5693632083499995,240,23.999999999999996,0.09999999999999999,14.87%
1253,BBT,Chilli Lime For Fries Southwest Combo,31.764755748850003,1977,197.6,0.09994941831057157,16.08%
1076,BBT,Chilli Lime For Fries Westcoast Combo,14.58490382205,978,97.20000000000002,0.09938650306748469,15.01%
1257,BBT,Chilli Lime For Fries  Little Wrap Fillaaa Combo,1.7794193998499996,121,12.100000000000001,0.1,14.71%
2202062,BBT,Chilli Lime Old Skool,1014.0313624838807,4467,5546.25,1.241605104096709,18.28%
1590,BBT,Chilli Lime Old Skool Combo,2244.7387412728267,9798,8693.65,0.88728822208614,25.82%
2202099,BBT,CHILLI LIME OLD SKOOL COMBO(Dummy),0,151,1.85,0.012251655629139073,0.00%
1098,BBT,Chilli Lime Old Skool Meal,1005.7169754515279,3903,7183.549999999999,1.8405201127337942,14.00%
1573,BBT,CHILLI LIME SALT N VINEGAR FILLAAA TENDERS,10.745287372799998,703,69.94,0.09948790896159317,15.36%
2202064,BBT,Chilli Lime Supreme,1559.0502826198317,5637,7613.5,1.350629767606883,20.48%
1350,BBT,Chilli Lime Supreme Meal,286.1088677767827,989,1924.65,1.9460566228513652,14.87%
928,BBT,CHILLI LIME TENDERS FILLAAA,37849.41914060289,52198,157744,3.022031495459596,23.99%
3003133,BBT,Chilli Lime  Cheeseburger Duo Combo,0.0187031,2,0.2,0.1,9.35%
625,BBT,Chilli Lime  CLASSIC ROLLS BEEF COMBO,1.05814306089,121,12.1,0.09999999999999999,8.74%
2202103,BBT,Chilli Lime  Little Wrap Fillaaa Duo Combo,0.00903151731,1,0.1,0.1,9.03%
643,BBT,Chilli Lime  SMOKEY ROLLS BEEF COMBO,1.1693320911899998,131,13.100000000000001,0.1,8.93%
3002001,BBT,Classic Fries BBT FP,3924.8879774524257,34238,27116.040000000005,0.791986681465039,14.47%
2202110,BBT,Classic Fries BBT FP - ( 1.5 KD Deal ),122.20628421497662,1107,1051.65,0.9500000000000001,11.62%
2202061,BBT,Classic Old Skool,2074.5092775765884,9522,11727.5,1.2316215080865365,17.69%
1589,BBT,Classic Old Skool Combo,5059.4967744913265,22998,20104.4,0.8741803635098705,25.17%
1083,BBT,Classic Old Skool Meal,1439.6273909065662,5969,10911.3,1.8279946389680013,13.19%
2202067,BBT,CLASSIC ROLLS BEEF,9221.180645207778,16140,29757.850000000002,1.8437329615861215,30.99%
747,BBT,CLASSIC ROLLS BEEF COMBO,1883.3873827597324,3100,6333.250000000001,2.0429838709677424,29.74%
2202088,BBT,CLASSIC ROLLS BEEF COMBO(Dummy),0,2836,49.00000000000001,0.017277856135401976,0.00%
2202063,BBT,Classic Supreme,2911.9507385867905,11093,14969.949999999999,1.349495177138736,19.45%
1335,BBT,Classic Supreme Meal,735.873367341325,2589,5030.999999999999,1.9432213209733484,14.63%
2202100,BBT,CLASSIC SUPREME MEAL(Dummy),0,307,1.95,0.006351791530944625,0.00%
3003021,BBT,Classic Tornado Biscuit Cone,320.27558582229733,2296,1135,0.4943379790940767,28.22%
3003031,BBT,Coca Cola Bottle,0.20606084,2,1.5,0.75,13.74%
3003032,BBT,Coca Cola Zero Bottle,0.10303,1,0.75,0.75,13.74%
921,BBT,Coleslaw,718.3328748644,12682,5684.759999999999,0.44825421857751135,12.64%
2202141,BBT,Corn Dynamite Stick,597.3080921784,2839,2697.0499999999997,0.95,22.15%
2202149,BBT,Corn Dynamite Stick ( Your Choice of Dynamite Stick ),137.3816338308,656,413.25,0.629954268292683,33.24%
3002003,BBT,Curly Fries,4492.204616393463,16851,14618.9,0.867539018455878,30.73%
1617,BBT,Curly Fries Cheeseburger Duo Combo,239.03462120399996,1494,223.64999999999998,0.14969879518072288,106.88%
1136,BBT,Curly Fries Chicken Fillaaa Combo,12441.432149547218,67507,23317.63,0.3454105500170353,53.36%
1170,BBT,Curly Fries Chicken Nugget Combo,28.83176688258315,173,25.95,0.15,111.11%
1296,BBT,Curly Fries Chilli Lime Old Skool Meal,84.3236621447499,506,75.9,0.15000000000000002,111.10%
1352,BBT,Curly Fries Chilli Lime Supreme Meal,36.49807921874993,219,32.849999999999994,0.14999999999999997,111.11%
1085,BBT,Curly Fries Classic Old Skool Meal,165.489104861833,993,148.95000000000002,0.15000000000000002,111.10%
623,BBT,CURLY FRIES CLASSIC ROLLS BEEF COMBO,101.9915391614166,612,91.80000000000001,0.15000000000000002,111.10%
1337,BBT,Curly Fries Classic Supreme Meal,70.99926764049978,426,63.900000000000006,0.15000000000000002,111.11%
930,BBT,Curly Fries For Chili Lime Tender Fila,586.53111595,3666,544.77,0.14860065466448444,107.67%
924,BBT,Curly Fries for Tender Filla,559.4966424020001,3497,517.08,0.14786388332856734,108.20%
1620,BBT,Curly Fries Little Chicken Burger Duo Combo,150.8297934169165,905,135.45,0.1496685082872928,111.35%
1153,BBT,Curly Fries Little Wrap Fillaaa Combo,70.15888743833328,421,63.15,0.15,111.10%
1611,BBT,Curly Fries Little Wrap Fillaaa Duo Combo,225.32361412433303,1352,202.5,0.14977810650887574,111.27%
1623,BBT,Curly Fries Nuggets Duo Combo,45.49724496424995,273,40.800000000000004,0.14945054945054947,111.51%
1593,BBT,Curly Fries Old skool duo combo,139.99472125874988,840,124.95,0.14875,112.04%
1102,BBT,Curly Fries Quarter Pounder Combo,174.99492305216643,1050,157.5,0.15,111.11%
1572,BBT,Curly Fries SALT N VINEGAR FILLAAA TENDERS,160.65629102333284,964,144,0.14937759336099585,111.57%
641,BBT,CURLY FRIES SMOKEY ROLLS BEEF COMBO,50.16442790974995,301,45.15,0.15,111.11%
1119,BBT,Curly Fries Southwest Combo,102.9968861105832,618,92.7,0.15,111.11%
1614,BBT,Curly Fries Tenders Duo Combo,70.4976689169999,423,63.3,0.14964539007092198,111.37%
1058,BBT,Curly Fries Westcoast Combo,515.1523469322498,3091,463.65000000000003,0.15000000000000002,111.11%
4015004,BBT,Delivery Charges 1 kd,0,23,19,0.8260869565217391,0.00%
923,BBT,Extra 1pc Tenders,871.04262570344,7573,3780.5,0.499207711607025,23.04%
932,BBT,Extra 1pc Tenders For CLTF,312.93557080652,2653,1314.6999999999998,0.4955522050508857,23.80%
3003043,BBT,Extra 1pc Toast For CLTF,61.932787305,2996,1047.2,0.34953271028037386,5.91%
3003039,BBT,Extra 4pcs Nuggets,1072.54303475,6095,4336.500000000001,0.711484823625923,24.73%
3003091,BBT,EXTRA BBQ SAUCE,8.68601507,469,119.14,0.25402985074626866,7.29%
3003071,BBT,Extra BBT BBQ Sauce,125.13908292999997,2507,752.1000000000001,0.30000000000000004,16.64%
3003119,BBT,Extra BBT Bun 4,0.45833334,6,1.2,0.19999999999999998,38.19%
3003134,BBT,Extra BBT CHEESE,71.15220258000001,3713,735.3999999999999,0.19806086722326954,9.68%
3003072,BBT,Extra BBT Honey Mustard Sauce,82.46504758000002,979,293.58,0.2998774259448417,28.09%
3003116,BBT,Extra BBT Sauce-V1,7.29765753155,505,50.5,0.1,14.45%
3003073,BBT,Extra BBT Sweet Chilli Sauce,68.22100366,800,240,0.3,28.43%
3003121,BBT,Extra Beef Patty BBT,9.94532568,70,35,0.5,28.42%
3003120,BBT,Extra CARAMELIZED ONION,7.58024234,104,31.2,0.3,24.30%
3004007,BBT,Extra Cheese BBT FP,913.2632672842,45418,9042.4,0.1990928706680171,10.10%
3003057,BBT,Extra Cheese Chilli Lime Old School,23.819604369719997,1243,246.2,0.1980691874497184,9.67%
3003065,BBT,Extra Cheese Chilli Lime Supreme,13.6823796716,714,141.4,0.19803921568627453,9.68%
3003053,BBT,Extra Cheese Classic Old School,57.81475820144001,3017,589.3599999999999,0.19534637056678816,9.81%
3003089,BBT,Extra Cheese CLASSIC ROLLS BEEF,21.212487996,1062,208.40000000000003,0.1962335216572505,10.18%
3003061,BBT,Extra Cheese Classic Supreme,30.564978633199996,1595,315.40000000000003,0.19774294670846398,9.69%
3003122,BBT,Extra CHICKEN TEMPURA,0.18966667,1,0.45,0.45,42.15%
933,BBT,Extra Coleslaw For CLTF,14.748879305600001,278,124.83000000000003,0.44902877697841737,11.82%
3004005,BBT,Extra Lettuce,238.266095745944,11091,558.8,0.050383193580380486,42.64%
3004008,BBT,Extra Patty,1044.0406237099999,7613,3787.9000000000005,0.4975568107185079,27.56%
3003127,BBT,EXTRA PATTY 130G,66.12480000000001,252,125,0.49603174603174605,52.90%
3004014,BBT,Extra Peanut Butter BBT,13.093635876859999,113,8.45,0.07477876106194689,154.95%
3003092,BBT,EXTRA PEPPER MAYO,323.8768093532499,19548,387.99999999999994,0.01984857785962758,83.47%
3003123,BBT,Extra Roast beef,0.1428,2,0.9,0.45,15.87%
3003058,BBT,Extra Sauce Chilli Lime Old School,4.524761076100001,135,20.16,0.14933333333333335,22.44%
3003066,BBT,Extra Sauce Chilli Lime Supreme,3.6988036273,110,16.38,0.1489090909090909,22.58%
3003054,BBT,Extra Sauce Classic Old School,9.0307594472,269,40.05,0.14888475836431225,22.55%
3003090,BBT,EXTRA SAUCE Classic Rolls Beef,3.1154150991,188,27.9,0.14840425531914894,11.17%
3003062,BBT,Extra Sauce Classic Supreme,6.3085067904,190,28.44,0.1496842105263158,22.18%
3003042,BBT,Extra Sauce For CLTF,35.603013657257144,278,124.2,0.44676258992805756,28.67%
3004015,BBT,Extra Strawberry Puree BBT,2.4779999999999998,14,3.5,0.25,70.80%
3003033,BBT,Fanta Orange Bottle,0.10302973,1,0.75,0.75,13.74%
2202138,BBT,Fillaa on Toast Duo Combo,26102.180216938283,38915,77830,2,33.54%
3005020,BBT,Fillaaa Cap,2.488,1,6.5,6.5,38.28%
3005018,BBT,Fillaaa Keychain,11.368,8,20,2.5,56.84%
2202069,BBT,Fillaaa on Toast,1286.0392864802757,4321,6481.5,1.5,19.84%
3000333,BBT,FILLAAA PARTY,339.02700000000004,8693,84092.1,9.673541930288739,0.40%
2202121,BBT,FILLAAA PARTY ( 5.75 ),0,1007,9001.599999999999,8.939026812313802,0.00%
2202145,BBT,Fillaaa Popcorn,2461.96035331,11827,11235.65,0.95,21.91%
3003074,BBT,Fillaaa Sauce,1122.6715297125,38987,9383.400000000001,0.24068022674224746,11.96%
3003117,BBT,Fillaaa Sauce-V1,0.28802996775,10,1,0.1,28.80%
3005017,BBT,Fillaaa Sticker,12.32407418,22,33,1.5,37.35%
3005019,BBT,Fillaaa T.Shirt,3.986,1,8.5,8.5,46.89%
3000582,BBT,FILLAAA TENDERS BLIND BOX ( Dummy ),15.1898026088,32,224,7,6.78%
3004021,BBT,Honey Mustard,1965.1080054396002,22123,6610.44,0.29880395967997103,29.73%
3005021,BBT,K&M SAUCE,557.7168617012001,7007,1751.75,0.25,31.84%
2202073,BBT,Keeta new year combo,848.4630460819574,1516,9096,6,9.33%
2202077,BBT,Keeta new year combo 2,493.0486401221053,866,5196,6,9.49%
3000580,BBT,Kid Kit Blind Box,0,39,273,7,0.00%
3003023,BBT,Kids Meal Juice Tang BBT CMM (PA),597.4156923300001,7213,2184.75,0.30289061416886176,27.34%
3002046,BBT,Kinza Cola Diet 360 ML,178.28125814999999,2445,360,0.147239263803681,49.52%
3002008,BBT,Kinza Diet Lemon,1329.49158526,21509,1011.4499999999999,0.047024501371518895,131.44%
1150,BBT,Kinza Lemon Chicken Fillaaa Combo,1139.56347919,18473,457.4,0.024760461213663182,249.14%
1182,BBT,Kinza Cola Chicken Nugget Combo,1242.8940023399998,20156,639.4,0.031722564000793804,194.38%
1218,BBT,Kinza Diet Cola Cheeseburger Duo Combo,1663.8115716500004,26959,804.6,0.029845320672131758,206.79%
3001023,BBT,Large CURLY FRIES 160 g,228.38646990490668,940,136.8,0.14553191489361703,166.95%
3002898,BBT,Lipton Ice Tea - Lemon Zero BBT,37.12776028,326,75.25,0.2308282208588957,49.34%
3002899,BBT,Lipton Ice Tea - Peach Zero BBT,103.17747607999999,906,204.04999999999998,0.22522075055187635,50.56%
3002900,BBT,Lipton Ice Tea - Red Fruits Zero BBT,62.96917457,553,129.85,0.23481012658227848,48.49%
3002901,BBT,Lipton Ice Tea - Tropical Zero BBT,52.38251093999999,461,110.95000000000002,0.2406724511930586,47.21%
3001003,BBT,Little Cheeseburger,16828.529968682844,59836,65447.96999999999,1.0937891904539072,25.71%
3001004,BBT,Little Cheeseburger KidKit,7444.916476769714,16557,32213.05,1.9455849489641843,23.11%
3000897,BBT,Little Chicken Burger,9745.491824590074,28328,26803.400000000005,0.9461804574978822,36.36%
3000898,BBT,Little Chicken Burger Kidkit,8798.589533483548,16981,32974.5,1.9418467699193216,26.68%
40002227,BBT,Little Wrap Fillaaa (1.500 deal),246.17954822172,1019,1528.5,1.5,16.11%
1151,BBT,Little Wrap Fillaaa Combo,980.1969329918837,3243,5783.4,1.7833487511563366,16.95%
1190,BBT,Little Wrap Fillaaa Duo Combo,17090.38171350245,34421,46026.15,1.3371531913657362,37.13%
2202128,BBT,MEDIUM,0,21796,64291.9,2.949710956138741,0.00%
3000327,BBT,MEDIUM CHICKEN FILLAAA COMBO,654.36309452244,1461,4742.099999999999,3.245790554414784,13.80%
3000320,BBT,MEDIUM CHICKEN NUGGETS COMBO,50.450379999999996,157,369.59999999999997,2.354140127388535,13.65%
2202092,BBT,MEDIUM CHILLI LIME OLD SKOOL COMBO,205.76210112925287,782,1711.6000000000001,2.188746803069054,12.02%
2202096,BBT,MEDIUM CHILLI LIME SUPREME COMBO,43.89940754121999,144,321.99999999999994,2.2361111111111107,13.63%
2202090,BBT,MEDIUM CLASSIC OLD SKOOL MEAL,184.5043751511,726,1586.1999999999998,2.1848484848484846,11.63%
2202082,BBT,MEDIUM CLASSIC ROLLS BEEF COMBO,224.15295866955003,371,1038.7999999999997,2.7999999999999994,21.58%
2202094,BBT,MEDIUM CLASSIC SUPREME MEAL,115.22710258485286,390,894.6999999999999,2.294102564102564,12.88%
3001020,BBT,Medium CURLY FRIES 120 g,411.36436991984,2478,367.79999999999995,0.14842615012106536,111.84%
3001029,BBT,Medium French FRIES 120 g-V1,17811.470136941673,159419,32735.100000000002,0.2053400159328562,54.41%
2202079,BBT,Medium LITTLE WRAP FILLLAAA Meal,170.37994463440077,549,1158.8500000000001,2.1108378870673956,14.70%
3000321,BBT,MEDIUM QUARTER POUNDER COMBO,681.916051846999,1391,4274.900000000001,3.0732566498921643,15.95%
2202084,BBT,MEDIUM SMOKEY ROLLS BEEF COMBO,160.75299440729998,255,736.5999999999999,2.8886274509803918,21.82%
3000325,BBT,MEDIUM SOUTHWEST COMBO,224.76307800109413,375,1227.6000000000001,3.2736000000000005,18.31%
3000323,BBT,MEDIUM Westcoast Combo,2775.027030552777,4634,15176.699999999997,3.275075528700906,18.28%
3002002,BBT,Messy Fries BBT FP,26787.963214816693,89199,155591.15000000002,1.744314958687878,17.22%
3006036,BBT,MESSY KEYRING,0,28,42,1.5,0.00%
3002015,BBT,Mirinda,247.49494060999996,3064,970.97272,0.3168971018276762,25.49%
3003008,BBT,Mirinda 24oz,355.5487739999999,2069,534.61,0.25839052682455294,66.51%
3006032,BBT,MOM I M MEETING,0,1,7.5,7.5,0.00%
3002897,BBT,Mountain Dew 24oz,262.28914741,1049,780,0.7435653002859867,33.63%
1211,BBT,Mountain Dew  Cheeseburger Duo Combo,4297.1173661,52135,1753.6500000000003,0.03363671238131774,245.04%
3006008,BBT,Multi color beach volleyball,4.31483072,2,34,17,12.69%
3003013,BBT,Nesqiuk,1147.7323663899997,5526,2276.25,0.41191639522258416,50.42%
3003082,BBT,Nesquik,422.76746414,1982,495.5,0.25,85.32%
3001017,BBT,Not So Curly Fries,18730.4546819168,136099,20174.199999999997,0.14823180185012377,92.84%
3003106,BBT,NOT SO RANCH SAUCE,1048.398536955357,7216,3241.7999999999997,0.44925166297117514,32.34%
3003124,BBT,NOT SO RANCH SAUCE-V1,8.089368718,61,27.450000000000003,0.45000000000000007,29.47%
1235,BBT,Nuggets Duo Combo,2756.776888403445,5786,9855.85,1.7033961285862427,27.97%
3001008,BBT,Nuggets KidKit,10023.613276309818,24191,46818.65,1.9353747261378198,21.41%
2202108,BBT,Old skool ( Dummy ),0,793,1189.5,1.5,0.00%
1588,BBT,Old skool duo combo,2802.93533670165,9105,22702.599999999995,2.493421197144426,12.35%
2202066,BBT,ONLY 6,674.1286262292841,365,2190,6,30.78%
3004011,BBT,Oreo,13.61382899,395,98.69999999999999,0.24987341772151897,13.79%
3003015,BBT,Oreo Madness Frostie BBT,15.60307331634985,87,106.25,1.221264367816092,14.69%
3003026,BBT,Oreo Madness MilkShake 12oz BBT,593.6505735057781,2339,3500.4,1.4965369816160752,16.96%
3003012,BBT,Oreo Madness MilkShake BBT,585.6708409285216,1295,1956.63,1.510911196911197,29.93%
3003086,BBT,ORIGINAL 2PCS Tenders,4039.8561555665337,16894,2829.6,0.1674914170711495,142.77%
3002023,BBT,Peanut Butter,0,635,13.75,0.021653543307086614,0.00%
3003016,BBT,Peanut Butter Frostie BBT,3.2837955049287118,13,16.25,1.25,20.21%
3003027,BBT,Peanut Butter Shake 12oz BBT,201.379186818714,628,935.7,1.489968152866242,21.52%
3003006,BBT,Peanut Butter Shake BBT,239.03922019386835,400,762.06,1.90515,31.37%
3003001,BBT,Pepsi 24oz,2531.666108403401,14986,7261.013,0.4845197517683171,34.87%
1206,BBT,Pepsi Cheeseburger Duo Combo,8610.93280668,104502,2566.75,0.024561730875964097,335.48%
3003007,BBT,Pepsi Zero 24oz,2756.49878991,16343,8701.52,0.5324310102184422,31.68%
1207,BBT,Pepsi Zero Cheeseburger Duo Combo,11731.289974099998,142328,2819.0499999999997,0.019806714068911244,416.14%
3003052,BBT,Pretzel Bun Chicken Fillaaa,0.30833332,2,0.5,0.25,61.67%
3003051,BBT,Pretzel Bun Westcoast Burger,0.30833377,2,0.5,0.25,61.67%
3001002,BBT,Quarter Pounder Burger,13066.991482721402,29809,60214.09999999999,2.019997316246771,21.70%
1100,BBT,Quarter Pounder Combo,3505.031328553395,7188,19670.75,2.736609627156372,17.82%
2202127,BBT,REGULAR,0,63141,158609.94999999998,2.511996167308088,0.00%
3003111,BBT,SALT N VINEGAR Chilli Lime Old Skool Meal,0.7049999999999998,47,4.7,0.1,15.00%
3003113,BBT,SALT N VINEGAR Chilli Lime Supreme Meal,0.465,31,3.1,0.1,15.00%
3003110,BBT,SALT N VINEGAR Classic Old Skool Meal,1.125,75,7.499999999999999,0.09999999999999999,15.00%
3003112,BBT,SALT N VINEGAR Classic Supreme Meal,0.43500000000000005,29,2.9000000000000004,0.1,15.00%
3003101,BBT,SALT N VINEGAR For Chicken Fillaaa Meal,1.005,67,6.699999999999999,0.09999999999999999,15.00%
3003103,BBT,SALT N VINEGAR For Chicken Nugget Meal,0.195,13,1.3000000000000003,0.10000000000000002,15.00%
3003108,BBT,SALT N VINEGAR For Classic Rolls Beef Meal,1.02,68,6.8,0.09999999999999999,15.00%
3003102,BBT,SALT N VINEGAR For Little Wrap Fillaaa Meal,0.495,33,3.3000000000000007,0.10000000000000002,15.00%
3003100,BBT,SALT N VINEGAR For Quarter Pounder Meal,1.02,68,6.8,0.09999999999999999,15.00%
3003109,BBT,SALT N VINEGAR For Smokey Rolls Beef Meal,0.54,36,3.6,0.1,15.00%
3003099,BBT,SALT N VINEGAR For Southwest Meal,1.155,77,7.7,0.1,15.00%
1574,BBT,SALT N VINEGAR SALT N VINEGAR FILLAAA TENDERS,41.625,2775,274.9,0.09906306306306306,15.14%
3003098,BBT,"SALT N"" VINEGAR 3",352.09119503999995,19381,1807.86,0.09328001651101595,19.48%
